,Date,Ticker,Open,High,Low,Close,Adj Close,Volume,Log_Adj_Close,Log_Return,RSI,Momentum,Volatility,ADX
0,2025-05-14,AAPL,212.42999267578125,213.94000244140625,210.5800018310547,212.3300018310547,212.3300018310547,49325800,5.358141676817329,,,,,
1,2025-05-15,AAPL,210.9499969482422,212.9600067138672,209.5399932861328,211.4499969482422,211.4499969482422,45029500,5.353988549485971,-0.004153127331358633,,,,
2,2025-05-16,AAPL,212.3600006103516,212.57000732421875,209.7700042724609,211.25999450683597,211.25999450683597,54737900,5.353089576393103,-0.0008989730928672502,,,,
3,2025-05-19,AAPL,207.91000366210935,209.47999572753903,204.25999450683597,208.77999877929688,208.77999877929688,46140500,5.341281060133313,-0.011808516259790399,,-1.6719271987679085,,
4,2025-05-20,AAPL,207.6699981689453,208.47000122070312,205.02999877929688,206.8600006103516,206.8600006103516,42496600,5.332042238900212,-0.00923882123310149,,-2.170724239364319,,
5,2025-05-21,AAPL,205.1699981689453,207.0399932861328,200.7100067138672,202.08999633789065,202.08999633789065,59211800,5.3087131246089765,-0.023329114291235003,,-4.340622175226172,0.0086380656430976,
6,2025-05-22,AAPL,200.7100067138672,202.75,199.6999969482422,201.3600006103516,201.3600006103516,46742400,5.305094353858206,-0.003618770750769896,0.0,-3.5539794100626576,0.008729542210212994,
7,2025-05-23,AAPL,193.6699981689453,197.6999969482422,193.4600067138672,195.2700042724609,195.2700042724609,78432900,5.274383238132167,-0.03071111572604032,0.0,-5.602821378562206,0.011026956085478719,
8,2025-05-27,AAPL,198.3000030517578,200.7400054931641,197.42999267578125,200.2100067138672,200.2100067138672,56288500,5.299366849217733,0.024983611085566255,23.390168482501593,-0.9302734712707705,0.021556275941215227,
9,2025-05-28,AAPL,200.58999633789065,202.72999572753903,199.8999938964844,200.4199981689453,200.4199981689453,45339700,5.300415155494095,0.001048306276362571,24.361389604671515,-0.46682679705849495,0.021941632758678057,
10,2025-05-29,AAPL,203.5800018310547,203.80999755859372,198.50999450683597,199.9499969482422,199.9499969482422,51396800,5.298067320030222,-0.002347835463872541,26.921049084193058,2.3966777146434026,0.019776207928647323,
11,2025-05-30,AAPL,199.3699951171875,201.9600067138672,196.77999877929688,200.8500061035156,200.8500061035156,70819900,5.302558391193718,0.00449107116349544,33.40697320738714,0.31966403685459444,0.019955251365843484,
12,2025-06-02,AAPL,200.27999877929688,202.1300048828125,200.1199951171875,201.6999969482422,201.6999969482422,35423300,5.306781429829983,0.004223038636265648,48.62579372120147,0.6386582132477114,0.010710594179953044,
13,2025-06-03,AAPL,201.3500061035156,203.7700042724609,200.9600067138672,203.2700042724609,203.2700042724609,46381600,5.31453516558952,0.007753735759536577,56.35397144788945,1.660418792143381,0.003831445773178815,
14,2025-06-04,AAPL,202.91000366210935,206.2400054931641,202.1000061035156,202.82000732421875,202.82000732421875,43604000,5.312318922295765,-0.0022162432937545516,90.20236178119995,0.9808320442309837,0.004477955075603922,
15,2025-06-05,AAPL,203.5,204.75,200.1499938964844,200.6300048828125,200.6300048828125,55126100,5.301462440029509,-0.010856482266256429,53.16263710505818,-0.5304869021412362,0.007392458442907035,
16,2025-06-06,AAPL,203.0,205.6999969482422,202.0500030517578,203.9199981689453,203.9199981689453,46607700,5.31772775108858,0.016265311059071526,68.00411296525968,0.3197687227935342,0.010238015713642235,
17,2025-06-09,AAPL,204.38999938964844,206.0,200.0200042724609,201.4499969482422,201.4499969482422,72862600,5.305541196488397,-0.012186554600183343,56.39931673961898,-0.6754808828039027,0.01220307523625353,
18,2025-06-10,AAPL,200.6000061035156,204.3500061035156,200.57000732421875,202.6699981689453,202.6699981689453,54672600,5.311579031496562,0.0060378350081640355,57.55811079864104,1.0167937180305398,0.011943147661284244,
19,2025-06-11,AAPL,203.5,204.5,198.41000366210935,198.77999877929688,198.77999877929688,60989900,5.292198679398884,-0.01938035209767723,40.31830963398133,-2.52059603560314,0.014680125410218712,
20,2025-06-12,AAPL,199.0800018310547,199.67999267578125,197.3600006103516,199.1999969482422,199.1999969482422,43904600,5.294309329830428,0.0021106504315444113,35.39120795341529,-1.116902474105319,0.01431212251927975,
21,2025-06-13,AAPL,199.72999572753903,200.3699951171875,195.6999969482422,196.4499969482422,196.4499969482422,51362400,5.280407930469941,-0.013901399360486715,30.37581006516247,-3.0690290999648373,0.010951204948103269,
22,2025-05-14,AMZN,211.4499969482422,211.92999267578125,208.8500061035156,210.25,210.25,38492100,5.3482972988530575,,,,,
23,2025-05-15,AMZN,206.4499969482422,206.8800048828125,202.6699981689453,205.1699981689453,205.1699981689453,64347300,5.323838894853541,-0.024458403999516362,,,,
24,2025-05-16,AMZN,206.8500061035156,206.8500061035156,204.3699951171875,205.58999633789065,205.58999633789065,43318500,5.325883876453159,0.002044981599618388,,,,
25,2025-05-19,AMZN,201.6499938964844,206.6199951171875,201.25999450683597,206.16000366210935,206.16000366210935,34314800,5.328652584107543,0.0027687076543828405,,-1.9453014686756975,,
26,2025-05-20,AMZN,204.6300048828125,205.58999633789065,202.6499938964844,204.07000732421875,204.07000732421875,29470400,5.318463108131711,-0.010189475975831036,,-0.5361363038180578,,
27,2025-05-21,AMZN,201.6100006103516,203.4600067138672,200.05999755859372,201.1199951171875,201.1199951171875,42460900,5.3039017205638315,-0.01456138756787949,,-2.17423089660288,0.011529605069763383,
28,2025-05-22,AMZN,201.3800048828125,205.75999450683597,200.16000366210935,203.1000061035156,203.1000061035156,38938900,5.313698498638114,0.009796778074282054,22.689154974890954,-1.4842828406275155,0.010038904994293605,
29,2025-05-23,AMZN,198.8999938964844,202.3699951171875,197.8500061035156,200.9900054931641,200.9900054931641,33393500,5.303255182908194,-0.010443315729919602,19.539546794706226,-1.5092868724022046,0.010321740652629778,
30,2025-05-27,AMZN,203.08999633789065,206.69000244140625,202.19000244140625,206.0200042724609,206.0200042724609,34892000,5.327973272193636,0.024718089285440805,52.805296150964004,2.436361015431765,0.016821049147001065,
31,2025-05-28,AMZN,205.9199981689453,207.66000366210935,204.41000366210935,204.72000122070312,204.72000122070312,28549800,5.321643197814327,-0.0063300743793082,47.28635830579192,0.7976342040885376,0.016325630902557925,
32,2025-05-29,AMZN,208.02999877929688,208.80999755859372,204.22999572753903,205.6999969482422,205.6999969482422,34650000,5.326418781822947,0.004775584008620333,48.600954322994134,2.3433958536999366,0.01394180831811423,
33,2025-05-30,AMZN,204.83999633789065,205.9900054931641,201.6999969482422,205.00999450683597,205.00999450683597,51679400,5.323058731641868,-0.003360050181078922,53.124952443177975,-0.4902483956311432,0.013934579025496498,
34,2025-06-02,AMZN,204.97999572753903,207.0,202.67999267578125,206.6499938964844,206.6499938964844,29113300,5.331026511422219,0.007967779780350723,70.13836254320395,0.9427474913409117,0.012190017396980462,
35,2025-06-03,AMZN,207.1100006103516,208.9499969482422,205.02999877929688,205.7100067138672,205.7100067138672,33139100,5.326467442601916,-0.004559068820302432,60.283700735044135,0.0048661962924079205,0.006284566414536751,
36,2025-06-04,AMZN,206.5500030517578,208.17999267578125,205.17999267578125,207.22999572753903,207.22999572753903,29915600,5.333829266932396,0.007361824330479196,75.78513563955894,1.0828746305971082,0.005976268993735622,
37,2025-06-05,AMZN,209.5500030517578,212.80999755859372,207.55999755859372,207.91000366210935,207.91000366210935,51864200,5.337105311369213,0.003276044436817532,62.19356845696924,0.6097313345463373,0.005866197708737382,
38,2025-06-06,AMZN,212.3999938964844,213.8699951171875,210.5,213.57000732421875,213.57000732421875,39832500,5.363964682078121,0.0268593707089079,86.54011894561766,3.8209131076858416,0.011575469606253146,
39,2025-06-09,AMZN,214.75,217.8500061035156,212.8800048828125,216.97999572753903,216.97999572753903,38102500,5.37980516370373,0.015840481625608156,88.78960050037148,4.704917338713388,0.012064299632207854,
40,2025-06-10,AMZN,216.77999877929688,217.69000244140625,214.1499938964844,217.6100006103516,217.6100006103516,31303300,5.382704472612997,0.0028993089092675243,93.50836705445946,4.665478705876258,0.010163179385563064,
41,2025-06-11,AMZN,217.41000366210935,218.3999938964844,212.88999938964844,213.1999969482422,213.1999969482422,39326000,5.362230677977628,-0.02047379463536867,68.98553288603648,-0.17325015839646518,0.01767295496806017,
42,2025-06-12,AMZN,211.77999877929688,213.5800018310547,211.3300018310547,213.2400054931641,213.2400054931641,27640000,5.362418317715036,0.00018763973740853443,73.02751060648761,-1.7236567001647662,0.017831253899759078,
43,2025-06-13,AMZN,209.9600067138672,214.0500030517578,209.6199951171875,212.1000061035156,212.1000061035156,29300100,5.35705789034723,-0.005360427367806428,65.24735551221976,-2.5320502235106734,0.013207306243966262,
44,2025-05-14,GOOGL,159.9600067138672,167.0,159.61000061035156,165.3699951171875,165.1700439453125,48755900,5.106975512594068,,,,,
45,2025-05-15,GOOGL,165.83999633789062,166.2100067138672,162.3699951171875,163.9600067138672,163.76174926757812,33146700,5.098412623193749,-0.0085628894003185,,,,
46,2025-05-16,GOOGL,167.72999572753906,169.35000610351562,165.6199951171875,166.19000244140625,165.9890594482422,42846900,5.111921879246286,0.013509256052536665,,,,
47,2025-05-19,GOOGL,164.50999450683594,166.63999938964844,164.22000122070312,166.5399932861328,166.338623046875,30426100,5.11402560846276,0.0021037292164744034,,0.7075006300472975,,
48,2025-05-20,GOOGL,166.42999267578125,168.5,162.89999389648438,163.97999572753906,163.78172302246094,46607700,5.098534584133882,-0.015491024328877357,,0.012196837767142199,,
49,2025-05-21,GOOGL,163.69000244140625,173.13999938964844,163.55999755859375,168.55999755859375,168.35618591308594,73416000,5.126081889292501,0.02754730515861833,,1.4260737862556772,0.017219639084071675,
50,2025-05-22,GOOGL,171.85000610351562,176.77000427246094,170.7100067138672,170.8699951171875,170.66339111328125,74864400,5.1396931434915984,0.01361125419909746,70.46131916547881,2.599978277557047,0.016048376098762862,
51,2025-05-23,GOOGL,169.05999755859375,169.9600067138672,167.88999938964844,168.47000122070312,168.26629638671875,35211400,5.1255478220021065,-0.014145321489491358,59.785365834839524,2.7381403013099437,0.01838120392270789,
52,2025-05-27,GOOGL,170.16000366210938,173.1699981689453,170.0,172.89999389648438,172.69093322753906,37995700,5.151503483644395,0.02595566164228852,73.70096548193499,2.5747478721636963,0.02107700383615008,
53,2025-05-28,GOOGL,173.16000366210938,175.27000427246094,171.91000366210938,172.36000061035156,172.15159606933594,34784000,5.148375461128925,-0.003128022515470524,67.96741674007242,0.8720118276958733,0.018240536413677795,
54,2025-05-29,GOOGL,174.0,174.4199981689453,170.6300048828125,171.86000061035156,171.65219116210938,29373800,5.1454702851126966,-0.0029051760162282165,65.35798396415309,2.012223985490813,0.015827944641115935,
55,2025-05-30,GOOGL,171.35000610351562,172.2100067138672,167.44000244140625,171.74000549316406,171.5323486328125,52639900,5.144771870584817,-0.0006984145278800503,76.07533919578643,-0.6709006507018,0.01489412764269754,
56,2025-06-02,GOOGL,167.83999633789062,169.8699951171875,167.38999938964844,169.02999877929688,168.82562255859375,38612300,5.128866363051285,-0.015905507533531028,51.806324867219125,-1.9320027154454134,0.015355710286766902,
57,2025-06-03,GOOGL,167.49000549316406,168.47999572753906,165.27999877929688,166.17999267578125,165.97906494140625,45084900,5.111861665592596,-0.017004697458689433,32.69371703546358,-3.3050124104418765,0.007851154584927177,
58,2025-06-04,GOOGL,166.74000549316406,168.22000122070312,166.36000061035156,168.0500030517578,167.8468017578125,26900800,5.123051669075983,0.01119000348338648,48.38708541899874,-2.148601651161086,0.011705020560307254,
59,2025-06-05,GOOGL,170.33999633789062,170.92999267578125,167.58999633789062,168.2100067138672,168.00662231445312,36379100,5.12400339716478,0.0009517280887977651,23.200121519623835,-0.48511608115431315,0.012006135900999276,
60,2025-06-06,GOOGL,170.8300018310547,174.5,170.8300018310547,173.67999267578125,173.46998596191406,35731800,5.156004592848163,0.032001195683383055,54.82451242283192,4.513172202260729,0.020415120530816466,
61,2025-06-09,GOOGL,174.5399932861328,176.47000122070312,174.3699951171875,176.08999633789062,176.08999633789062,28935900,5.170995207175881,0.014990614327718135,64.05787182045273,4.911141882805903,0.018090804581391815,
62,2025-06-10,GOOGL,176.1999969482422,181.1100006103516,174.91000366210938,178.60000610351562,178.60000610351562,61766100,5.185148702616617,0.014153495440736175,69.44417857616622,6.305337041557313,0.01119196677801368,
63,2025-06-11,GOOGL,179.77000427246094,180.3699951171875,176.75,177.35000610351562,177.35000610351562,31646800,5.178125215634717,-0.007023486981900746,75.49539155785243,2.2367097801307523,0.014939314960097915,
64,2025-06-12,GOOGL,176.17999267578125,176.72000122070312,174.75,175.6999969482422,175.6999969482422,20941900,5.168777977823912,-0.00934723781080507,81.31551808380219,-0.22147731146525684,0.017210927384339,
65,2025-06-13,GOOGL,172.44000244140625,177.1300048828125,172.38999938964844,174.6699981689453,174.6699981689453,27641100,5.162898468957364,-0.005879508866547848,73.2346855745579,-2.2004522957812744,0.012112015667716235,
66,2025-05-14,INTC,22.350000381469727,22.459999084472656,21.459999084472656,21.520000457763672,21.520000457763672,91584800,3.0689827565651293,,,,,
67,2025-05-15,INTC,21.229999542236328,21.6299991607666,21.190000534057617,21.549999237060547,21.549999237060547,66705500,3.070375781146533,0.0013930245814038256,,,,
68,2025-05-16,INTC,21.530000686645508,21.76000022888184,21.350000381469727,21.65999984741211,21.65999984741211,55795100,3.075467234528159,0.005091453381625654,,,,
69,2025-05-19,INTC,21.18000030517578,21.559999465942383,21.049999237060547,21.3799991607666,21.3799991607666,64279100,3.0624558663436994,-0.013011368184459682,,-0.6505636339174115,,
70,2025-05-20,INTC,21.32999992370605,21.40999984741211,21.1200008392334,21.270000457763672,21.270000457763672,48497400,3.0572976507337097,-0.005158215609989376,,-1.2992983257992363,,
71,2025-05-21,INTC,21.190000534057617,21.6299991607666,20.59000015258789,20.690000534057617,20.690000534057617,62904700,3.029650517569806,-0.02764713316390393,,-4.478297877136805,0.013026178187000565,
72,2025-05-22,INTC,20.729999542236328,20.899999618530277,20.51000022888184,20.549999237060547,20.549999237060547,56077500,3.0228609038162357,-0.006789613753570507,11.199951171875,-3.882132629963553,0.012049438798245283,
73,2025-05-23,INTC,20.15999984741211,20.270000457763672,19.940000534057617,20.049999237060547,20.049999237060547,68206100,2.998229115700734,-0.02463178811550101,7.999965122767861,-5.73578370684904,0.01024628351138945,
74,2025-05-27,INTC,20.440000534057617,20.670000076293945,20.18000030517578,20.549999237060547,20.549999237060547,69504600,3.0228609038162357,0.02463178811550108,27.477489861846166,-0.6766616403253156,0.020838472685204605,
75,2025-05-28,INTC,20.56999969482422,20.63999938964844,20.32999992370605,20.3700008392334,20.3700008392334,46096500,3.0140632714381934,-0.008797632378042358,21.83407059191967,-0.8759046448164054,0.02078141491504275,
76,2025-05-29,INTC,20.540000915527344,20.600000381469727,20.100000381469727,20.25,20.25,66372200,3.0081547935525483,-0.005908477885645009,23.474187652733463,0.9975100775553747,0.017884658527881257,
